date,subs,views
2019-07-24,10894,1465209
2019-07-23,10873,1463415
2019-07-21,10717,1454391
2019-07-20,10666,1450980
2019-07-19,10595,1445466
2019-07-18,10532,1440336
2019-07-17,10467,1436826
2019-07-16,10380,1431937
2019-07-15,10303,1427348
2019-07-14,10222,1421995
2019-07-13,10157,1417873
2019-07-12,10069,1412134
2019-07-11,10046,1408960
2019-07-10,9993,1405803
2019-07-09,9943,1401456
2019-07-08,9893,1397134
2019-07-07,9825,1392914
2019-07-06,9757,1387567
2019-07-05,9690,1384165
2019-07-04,9606,1378641
2019-07-03,9566,1376589
2019-07-01,9395,1363225
2019-06-30,9354,1360737
2019-06-29,9275,1356525
2019-06-28,9231,1354150
2019-06-27,9160,1348810
2019-06-26,9091,1344616
2019-06-25,9011,1339427
2019-06-24,8914,1334140
2019-06-23,8842,1329046
2019-06-22,8780,1325268
2019-06-21,8705,1319615
2019-06-20,8622,1314095
2019-06-19,8569,1310557
2019-06-18,8486,1306300
2019-06-17,8413,1300005
2019-06-16,8335,1295080
2019-06-15,8266,1291841
2019-06-14,8200,1286128
2019-06-13,8153,1282581
2019-06-12,8070,1275945
2019-06-11,8021,1272642
2019-06-10,7975,1268374
2019-06-09,7918,1264082
2019-06-08,7892,1262485
2019-06-07,7847,1259095
2019-06-06,7799,1254593
2019-06-05,7753,1250595
2019-06-04,7724,1247720
2019-06-03,7664,1242716
2019-06-02,7642,1238931
2019-06-01,7590,1234439
2019-05-31,7568,1232384
2019-05-30,7542,1228914
2019-05-29,7510,1223906
2019-05-28,7471,1220864
2019-05-27,7414,1214857
2019-05-26,7399,1213614
2019-05-25,7346,1208680
2019-05-24,7318,1205825
2019-05-23,7293,1202477
2019-05-22,7260,1199536
2019-05-21,7221,1195267
2019-05-20,7179,1191931
2019-05-19,7152,1189315
2019-05-18,7115,1186306
2019-05-17,7076,1182453
2019-05-16,7036,1179694
2019-05-15,6986,1175406
2019-05-14,6956,1172335
2019-05-13,6909,1168455
2019-05-12,6843,1162182
2019-05-10,6797,1156997
2019-05-09,6756,1152878
2019-05-08,6709,1149283
2019-05-07,6680,1146874
2019-05-06,6639,1143842
2019-05-05,6595,1139480
2019-05-04,6550,1136365
2019-05-03,6480,1131053
2019-05-02,6419,1126751
2019-05-01,6382,1127458
2019-04-30,6297,1121537
2019-04-29,6266,1118853
2019-04-28,6214,1114884
2019-04-27,6155,1111790
2019-04-26,6065,1105485
2019-04-25,5992,1101614
2019-04-24,5923,1096612
2019-04-23,5864,1092521
2019-04-22,5807,1087358
2019-04-21,5750,1083914
2019-04-20,5695,1079126
2019-04-19,5611,1075341
2019-04-18,5547,1070792
2019-04-17,5460,1066386
2019-04-16,5376,1060885
2019-04-15,5307,1057136
