date,followers,following,media,avg_likes,avg_comments
2020-04-02,1696,828,146,292.52,11.96
2020-04-01,1688,827,146,292.16,11.96
2020-03-31,1685,827,146,292.08,11.96
2020-03-30,1683,827,146,292.04,11.92
2020-03-29,1677,826,146,291.96,11.88
2020-03-28,1671,825,146,291.88,11.88
2020-03-27,1665,825,146,291.88,11.88
2020-03-26,1654,824,146,291.8,11.88
2020-03-25,1649,825,146,290.84,11.88
2020-03-24,1639,825,146,290.48,11.88
2020-03-23,1634,825,146,290.4,11.88
2020-03-22,1622,825,146,290.44,11.84
2020-03-21,1620,825,146,290.2,11.84
2020-03-20,1619,825,146,289.08,11.84
2020-03-19,1615,826,146,288.04,11.84
2020-03-18,1596,826,146,266.04,11.08
2020-03-17,1587,824,145,258.08,10.36
2020-03-16,1583,824,145,257.92,10.36
2020-03-15,1578,826,145,257.44,10.36
2020-03-14,1575,826,145,257.44,10.36
2020-03-13,1573,826,145,257.44,10.36
2020-03-12,1567,825,145,257.44,10.36
2020-03-11,1562,824,145,257.44,10.36
2020-03-10,1555,824,145,257.28,10.36
2020-03-09,1550,824,145,257.0,10.36
2020-03-08,1545,824,145,256.96,10.36
2020-03-07,1543,824,145,256.96,10.36
2020-03-06,1540,824,145,256.96,10.36
2020-03-05,1540,824,145,256.96,10.36
2020-03-04,1536,822,145,256.92,10.36
2020-03-03,1531,823,145,256.76,10.36
2020-03-02,1529,825,145,256.72,10.36
2020-03-01,1528,824,145,256.6,10.36
2020-02-29,1518,822,145,256.6,10.36
2020-02-28,1515,822,145,256.4,10.32
2020-02-27,1513,822,145,256.32,10.28
2020-02-26,1506,822,145,256.16,10.28
2020-02-25,1501,821,145,256.16,10.28
2020-02-24,1496,820,145,255.88,10.28
2020-02-23,1490,820,145,255.88,10.28
2020-02-22,1487,820,145,255.8,10.28
2020-02-21,1485,820,145,255.76,10.28
2020-02-19,1480,819,145,255.72,10.28
2020-02-18,1479,820,145,255.72,10.28
2020-02-17,1472,819,145,255.72,10.28
2020-02-16,1467,819,145,255.56,10.28
2020-02-15,1460,819,145,255.36,10.28
2020-02-14,1458,819,145,255.36,10.28
2020-02-13,1456,863,145,255.28,10.28
2020-02-12,1452,868,145,255.24,10.28
2020-02-10,1446,870,145,255.16,10.28
2020-02-09,1446,871,145,255.16,10.28
2020-02-08,1438,871,145,255.12,10.28
2020-02-07,1434,873,145,255.04,10.28
2020-02-06,1434,872,145,254.52,10.0
2020-02-05,1431,871,145,249.52,9.88
2020-02-04,1429,870,144,250.84,9.8
2020-02-03,1423,871,144,250.84,9.8
2020-02-02,1416,870,144,250.76,9.8
2020-02-01,1411,870,144,250.72,9.8
2020-01-31,1406,870,144,250.72,9.8
2020-01-30,1404,870,144,250.76,9.8
2020-01-29,1402,870,144,250.76,9.8
2020-01-28,1403,870,144,250.76,9.8
2020-01-27,1404,871,144,250.72,9.8
2020-01-26,1404,870,144,250.72,9.8
2020-01-25,1403,871,144,250.48,9.8
2020-01-24,1399,870,144,250.44,9.8
2020-01-23,1393,870,144,250.4,9.8
2020-01-22,1391,870,144,250.44,9.8
2020-01-21,1389,869,144,250.4,9.68
2020-01-20,1389,869,144,250.32,9.64
2020-01-19,1385,869,144,250.28,9.64
2020-01-18,1383,868,144,250.28,9.64
2020-01-17,1379,868,144,250.28,9.64
2020-01-16,1378,869,144,250.28,9.64
2020-01-15,1375,868,144,250.04,9.64
2020-01-14,1373,868,144,250.04,9.64
2020-01-13,1369,867,144,250.0,9.64
2020-01-12,1366,866,144,249.96,9.64
2020-01-11,1366,866,144,250.0,9.64
2020-01-10,1365,866,144,249.84,9.6
2020-01-09,1364,869,144,249.84,9.6
2020-01-08,1360,869,144,249.8,9.6
2020-01-07,1361,870,144,249.76,9.6
2020-01-06,1359,870,144,249.76,9.6
2020-01-05,1356,870,144,249.76,9.6
2020-01-04,1356,870,144,249.68,9.6
2020-01-03,1354,870,144,249.68,9.6
2020-01-02,1353,870,144,249.68,9.6
2020-01-01,1348,868,144,249.68,9.6
2019-12-31,1348,868,144,249.68,9.6
2019-12-30,1344,867,144,249.52,9.6
2019-12-29,1338,867,144,249.4,9.56
2019-12-28,1339,868,144,249.32,9.56
2019-12-27,1337,867,144,249.24,9.56
2019-12-26,1336,867,144,249.24,9.56
2019-12-25,1333,867,144,249.16,9.56
2019-12-24,1332,867,144,249.16,9.56
2019-12-23,1331,866,144,249.12,9.56
2019-12-22,1330,866,144,249.12,9.56
2019-12-21,1328,866,144,249.08,9.56
2019-12-20,1323,865,144,248.92,9.56
2019-12-19,1319,865,144,247.2,9.52
2019-12-18,1316,865,143,235.28,9.2
2019-12-17,1315,864,143,235.28,9.2
2019-12-16,1313,863,143,235.28,9.2
2019-12-15,1310,863,143,235.16,9.2
2019-12-14,1308,861,143,235.08,9.2
2019-12-13,1308,861,143,235.04,9.2
2019-12-12,1308,862,143,235.04,9.2
2019-12-11,1304,862,143,235.04,9.2
2019-12-10,1302,862,143,235.04,9.2
2019-12-09,1299,862,143,235.04,9.2
2019-12-08,1298,862,143,235.04,9.12
2019-12-07,1295,862,143,235.04,9.08
2019-12-06,1295,862,143,235.04,9.08
2019-12-05,1295,862,143,235.04,9.08
2019-12-04,1292,862,143,234.84,9.08
2019-12-03,1291,862,143,234.76,9.04
2019-12-02,1286,862,143,234.48,9.04
2019-12-01,1284,861,143,234.48,9.0
2019-11-30,1281,861,143,234.48,9.0
2019-11-29,1282,861,143,234.44,9.0
2019-11-28,1282,861,143,234.44,9.0
2019-11-27,1280,861,143,234.4,9.0
2019-11-26,1282,886,143,234.4,9.0
2019-11-25,1278,886,143,234.36,9.0
2019-11-24,1274,886,143,234.32,9.0
2019-11-23,1273,886,143,234.32,9.0
2019-11-22,1271,886,143,234.32,9.0
2019-11-21,1267,886,143,234.32,9.0
2019-11-20,1266,886,143,234.24,9.0
2019-11-19,1264,886,143,234.0,9.0
2019-11-18,1261,884,143,234.0,9.0
2019-11-17,1259,882,143,233.2,9.0
2019-11-16,1257,883,143,233.2,9.0
2019-11-14,1251,882,143,233.2,9.0
2019-11-13,1248,882,143,233.2,8.88
2019-11-12,1244,882,143,233.12,8.88
2019-11-11,1241,880,143,233.4,8.88
2019-11-10,1241,880,143,233.4,8.88
2019-11-09,1240,880,143,233.32,8.88
2019-11-08,1238,880,143,233.32,8.88
2019-11-07,1234,879,143,233.2,8.88
2019-11-06,1230,879,143,233.08,8.88
2019-11-05,1228,879,143,233.08,8.88
2019-11-04,1226,879,143,233.08,8.88
2019-11-03,1226,879,143,233.08,8.88
2019-11-02,1223,877,143,233.04,8.88
2019-11-01,1223,876,143,233.04,8.88
2019-10-31,1221,877,143,232.96,8.88
2019-10-30,1220,877,143,232.96,8.88
2019-10-29,1218,878,143,232.88,8.88
2019-10-28,1219,878,143,232.88,8.88
2019-10-27,1219,878,143,232.88,8.88
2019-10-26,1216,877,143,232.88,8.88
2019-10-25,1213,877,143,232.88,8.88
2019-10-24,1213,875,143,232.88,8.88
2019-10-23,1211,875,143,232.68,8.88
2019-10-22,1210,873,143,232.64,8.88
2019-10-21,1207,873,143,232.64,8.88
2019-10-20,1205,872,143,232.64,8.88
2019-10-19,1202,871,143,232.64,8.88
2019-10-17,1198,871,143,232.56,8.88
2019-10-16,1195,870,143,232.56,8.84
2019-10-15,1193,870,143,232.56,8.84
2019-10-14,1196,870,143,232.56,8.84
2019-10-13,1196,870,143,232.56,8.84
2019-10-12,1194,871,143,232.52,8.84
2019-10-11,1194,871,143,232.52,8.84
2019-10-10,1193,871,143,232.52,8.84
2019-10-09,1190,871,143,232.52,8.84
2019-10-08,1190,871,143,232.52,8.84
2019-10-07,1187,870,143,232.48,8.84
2019-10-06,1183,869,143,231.76,8.84
2019-10-05,1177,867,143,231.76,8.84
2019-10-04,1176,870,143,231.76,8.84
2019-10-03,1173,891,143,231.76,8.84
2019-10-02,1171,891,143,231.76,8.84
2019-10-01,1171,891,143,231.76,8.84
2019-09-30,1169,891,143,231.56,8.84
2019-09-29,1167,891,143,231.56,8.84
2019-09-28,1164,891,143,231.28,8.84
2019-09-27,1162,891,143,0.0,0.0
